category_list,funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,fail,operating,success
Employment|Identity|Recruiting|Social Media|Software,470000.0,operating,GBR,London,1,2011-05-23,2011-05-23,2015,operating,0,1,0
Automotive|E-Commerce,78950000.0,operating,USA,Los Altos,4,2014-01-14,2014-12-30,2013,operating,0,1,0
Health Care,97000.0,operating,USA,Greensboro,1,2015-08-11,2015-08-11,1953,operating,0,1,0
Analytics|Big Data Analytics|Business Analytics|Cloud Computing,7112900.0,operating,USA,Sandy,3,2014-03-05,2015-08-10,2011,operating,0,1,0
Ad Targeting|Advertising|Analytics|Big Data|Machine Learning|Mobile|Predictive Analytics|Real Time|Sales and Marketing,323834120.0,ipo,USA,New York,6,2001-01-01,2008-01-02,2001,success,0,0,1
Software,18000.0,operating,NZL,Auckland,1,2013-03-01,2013-03-01,2012,operating,0,1,0
Manufacturing,475000.0,operating,USA,Boulder,1,2009-04-14,2009-04-14,2004,operating,0,1,0
Advertising|PaaS|Social Media,4817324.0,operating,USA,San Diego,2,2011-08-31,2014-02-26,2010,operating,0,1,0
Software,213000.0,closed,USA,San Francisco,1,1992-04-01,1992-04-01,2012,fail,1,0,0
Finance|FinTech,24000000.0,operating,CHN,Beijing,1,2006-08-03,2006-08-03,2012,operating,0,1,0
Customer Service|Industrial|Investment Management|Manufacturing,,operating,USA,Fairfield,1,2015-04-21,2015-04-21,2012,operating,0,1,0
Biotechnology,695000.0,operating,USA,Raleigh,1,2014-02-25,2014-02-25,2010,operating,0,1,0
Software,6850000.0,closed,USA,Concord,1,2007-02-13,2007-02-13,2012,fail,1,0,0
Art|Content|Curated Web|Social Media,2200000.0,operating,USA,Palo Alto,2,2008-03-01,2009-03-01,2007,operating,0,1,0
Health and Wellness|Health Care,,operating,USA,Boston,1,2010-01-01,2010-01-01,2009,operating,0,1,0
Sports,,operating,USA,Kanab,1,2014-04-07,2014-04-07,2011,operating,0,1,0
Mobile,5650000.0,acquired,GBR,San Francisco,1,2006-05-11,2006-05-11,2012,success,0,0,1
Software,,operating,USA,San Francisco,1,2013-05-01,2013-05-01,2012,operating,0,1,0
Biotechnology,90000000.0,acquired,USA,Lexington,2,2004-05-04,2007-03-01,2006,success,0,0,1
Curated Web|Design|Lifestyle|Local|Travel,200000.0,operating,USA,Washington,3,2013-07-08,2015-10-12,2013,operating,0,1,0
Advertising,32902115.0,operating,USA,San Francisco,6,2006-09-28,2011-05-25,2004,operating,0,1,0
Cloud Data Services|Employer Benefits Programs|Financial Services|Risk Management,188777.0,operating,USA,San Francisco,2,2013-10-01,2014-12-01,2012,operating,0,1,0
Biotechnology|Health Diagnostics,805000.0,acquired,GBR,London,1,2011-03-15,2011-03-15,2012,success,0,0,1
Health Care,150000.0,operating,USA,Minneapolis,1,2013-03-21,2013-03-21,2009,operating,0,1,0
Automotive|Clean Technology|Cloud Computing|Computer Vision|M2M|Renewable Energies|Robotics|Web Development,100000.0,operating,TUR,Izmir,1,2013-04-08,2013-04-08,2013,operating,0,1,0
Advertising,14415734.0,operating,GBR,London,2,2013-07-15,2015-06-27,2011,operating,0,1,0
Security|Service Providers|VoIP,15000000.0,closed,USA,Maynard,1,2007-11-25,2007-11-25,2012,fail,1,0,0
Biotechnology,10000000.0,operating,USA,La Jolla,1,2009-04-01,2009-04-01,2012,operating,0,1,0
Software,5624176.0,operating,GBR,San Francisco,4,2011-12-01,2014-10-30,2009,operating,0,1,0
Consulting,,operating,USA,Middletown,1,2008-12-08,2008-12-08,2001,operating,0,1,0
Curated Web|Diabetes|Health and Wellness|Medical|Mobile|Nutrition,437000.0,operating,USA,Durham,5,2013-05-20,2015-10-01,2011,operating,0,1,0
Development Platforms|Gamification|Online Gaming,916955.0,operating,USA,San Francisco,1,2014-11-12,2014-11-12,2012,operating,0,1,0
Apps|Mobile,675000.0,operating,USA,La Jolla,3,2011-11-20,2013-12-01,2009,operating,0,1,0
Software,,operating,IRL,Dublin,6,2011-02-01,2013-03-26,2012,operating,0,1,0
Agriculture|Biotechnology|Specialty Chemicals,2000000.0,operating,USA,San Francisco,1,2014-01-01,2014-01-01,2006,operating,0,1,0
Health and Wellness,2338650.0,operating,USA,Scottsdale,1,2013-12-11,2013-12-11,2010,operating,0,1,0
Advertising|Automotive|Creative|E-Commerce|Enterprise Software|Internet|Sales and Marketing|SEO|Services|Social Media,,operating,USA,Dallas,1,2013-12-25,2013-12-25,2013,operating,0,1,0
Child Care|Curated Web|Education,1700000.0,operating,USA,San Francisco,1,2014-11-01,2014-11-01,2013,operating,0,1,0
Venture Capital,,operating,FRA,Paris,1,2015-09-22,2015-09-22,2014,operating,0,1,0
Biotechnology,5893231.0,operating,USA,San Diego,5,2009-05-19,2014-01-09,1983,operating,0,1,0
Curated Web|Professional Networking|Software,91204041.0,operating,USA,Columbus,3,2011-01-04,2012-04-06,2005,operating,0,1,0
Enterprise Software|Video,8063806.0,operating,USA,Pittsburgh,3,2010-04-12,2013-06-20,2007,operating,0,1,0
Software,,closed,USA,San Francisco,1,2011-06-29,2011-06-29,2012,fail,1,0,0
Analytics|Data Centers|Developer APIs|Finance|FinTech,100000.0,operating,USA,Saint Petersburg,1,2014-06-01,2014-06-01,2012,operating,0,1,0
App Marketing|E-Commerce|Mobile,1925000.0,operating,USA,Oakland,1,2015-01-16,2015-01-16,2004,operating,0,1,0
Hardware + Software,7000000.0,operating,CAN,Waterloo,1,2005-05-12,2005-05-12,2012,operating,0,1,0
Consumers|Internet|Services,300000.0,operating,USA,Southlake,1,2015-01-01,2015-01-01,2015,operating,0,1,0
Finance Technology|SaaS|Small and Medium Businesses,25000.0,operating,ARG,Buenos Aires,1,2011-09-01,2011-09-01,2010,operating,0,1,0
Geospatial|Industrial|Industrial Automation,1000000.0,operating,AUS,Sydney,1,2015-10-02,2015-10-02,2014,operating,0,1,0
Education|Social Innovation|Technology,4329819.0,operating,GBR,London,4,2013-11-01,2015-07-09,2013,operating,0,1,0
Clean Technology|Renewable Energies,30000.0,operating,BRA,Rio De Janeiro,1,2015-06-30,2015-06-30,2015,operating,0,1,0
Advertising|Business Services|Events|Internet|Public Relations,20000000.0,operating,ITA,Milan,1,2012-07-12,2012-07-12,2010,operating,0,1,0
Enterprise Software,13500000.0,operating,USA,Blue Bell,2,2010-09-30,2013-07-08,2000,operating,0,1,0
Collaborative Consumption|Fashion|Marketplaces|Peer-to-Peer,50000.0,operating,USA,San Francisco,2,2014-01-01,2015-03-01,2013,operating,0,1,0
E-Commerce,400000.0,operating,USA,Redwood City,1,2014-10-12,2014-10-12,2009,operating,0,1,0
Software,60000.0,operating,USA,Needham,1,2015-06-25,2015-06-25,2006,operating,0,1,0
Advice|Alumni|Professional Networking,550000.0,operating,USA,Mountain View,1,2014-03-08,2014-03-08,2015,operating,0,1,0
Health Care,36000000.0,operating,USA,East Providence,4,2007-03-30,2012-09-27,2012,operating,0,1,0
Social Media,,operating,USA,San Francisco,1,2009-05-01,2009-05-01,2012,operating,0,1,0
Software,150000.0,operating,USA,Rochester,1,2010-05-29,2010-05-29,2012,operating,0,1,0
Audiobooks|Bridging Online and Offline|E-Books,600000.0,operating,USA,Austin,1,2009-06-17,2009-06-17,2006,operating,0,1,0
Web Hosting,28000000.0,operating,USA,Fort Lee,2,2001-07-02,2003-11-12,2000,operating,0,1,0
Advertising,19000000.0,operating,USA,Alexandria,2,2007-04-20,2008-03-27,2000,operating,0,1,0
Advertising|Analytics|Optimization|Publishing|Real Time,28400000.0,operating,USA,New York,4,2010-12-01,2014-06-05,2010,operating,0,1,0
Software,2897233.0,operating,USA,Knoxville,3,2010-05-06,2012-08-10,2007,operating,0,1,0
E-Commerce|Web Development,140000.0,operating,USA,Seattle,1,2012-10-18,2012-10-18,2012,operating,0,1,0
Biotechnology|Health and Wellness|Health Care,145540487.0,ipo,USA,San Francisco,6,2005-02-08,2014-03-26,2002,success,0,0,1
Coupons|Curated Web|Discounts|Retail,,operating,ARG,Buenos Aires,1,2010-08-01,2010-08-01,2010,operating,0,1,0
Clean Technology,50000000.0,operating,RUS,Moscow,1,2008-07-31,2008-07-31,2012,operating,0,1,0
Biotechnology|Health Diagnostics,122000.0,operating,USA,Des Moines,1,2011-11-21,2011-11-21,2009,operating,0,1,0
Gps|Tracking,2490000.0,operating,USA,Denver,2,2012-03-31,2012-04-14,2012,operating,0,1,0
Information Technology,658543.0,operating,USA,Ann Arbor,2,2011-01-31,2011-12-23,2007,operating,0,1,0
Enterprises,1000000.0,operating,USA,San Francisco,1,2008-10-01,2008-10-01,2012,operating,0,1,0
Finance|FinTech,8750000.0,operating,USA,Scottsdale,1,2008-11-15,2008-11-15,2005,operating,0,1,0
Computers|Entertainment|Games|Networking,12000000.0,acquired,USA,Santa Monica,4,2004-04-20,2012-05-21,2002,success,0,0,1
Medical Devices,110000.0,operating,USA,New York,1,2015-08-13,2015-08-13,2012,operating,0,1,0
Health Care|Medical|Therapeutics,30000000.0,operating,GBR,Oxford,1,2015-09-24,2015-09-24,2015,operating,0,1,0
Software,25200000.0,operating,USA,San Francisco,1,2007-01-10,2007-01-10,1999,operating,0,1,0
Software,,operating,CHN,Beijing,1,2008-02-27,2008-02-27,2012,operating,0,1,0
Health Care,128310709.0,operating,USA,Pittsburgh,7,2008-10-17,2015-10-22,2012,operating,0,1,0
Real Estate,30000.0,operating,USA,Happy Valley,1,2014-08-05,2014-08-05,2013,operating,0,1,0
Bioinformatics|Biotechnology|Data Mining,3328660.0,operating,IRL,Dún Laoghaire,2,2014-04-11,2015-10-27,2012,operating,0,1,0
Classifieds|Local|Search|Social Media,641000.0,operating,FRA,Paris,1,2006-06-07,2006-06-07,2005,operating,0,1,0
Biotechnology,29214350.0,closed,CAN,Vancouver,1,2014-03-11,2014-03-11,2012,fail,1,0,0
Education|High Schools,326300.0,operating,ESP,Madrid,1,2013-04-13,2013-04-13,2012,operating,0,1,0
Software,,operating,USA,San Francisco,1,2012-09-01,2012-09-01,2012,operating,0,1,0
E-Commerce,321239.0,operating,CHN,Shanghai,2,2012-03-01,2013-07-01,2012,operating,0,1,0
Clean Technology,,acquired,USA,Port Chester,1,2008-08-12,2008-08-12,2006,success,0,0,1
Security,24600000.0,acquired,USA,Georgia,4,2002-04-10,2006-11-24,2000,success,0,0,1
Education,775000.0,operating,USA,Clinton,1,2015-08-19,2015-08-19,1880,operating,0,1,0
Software,2935000.0,operating,USA,Idaho Falls,2,2010-03-16,2012-01-10,2005,operating,0,1,0
Direct Sales|Mobile|Software|Video,9150000.0,operating,USA,San Diego,6,2010-01-01,2015-09-17,2007,operating,0,1,0
Games,588174854.0,operating,USA,Rockville,9,2007-10-01,2015-06-12,1999,operating,0,1,0
Databases,,operating,USA,Houston,1,2015-05-06,2015-05-06,2012,operating,0,1,0
Environmental Innovation|Green|Sustainability,1000000.0,operating,ISR,Jerusalem,1,2015-01-06,2015-01-06,2012,operating,0,1,0
Networking,1070000.0,operating,USA,San Jose,1,2015-09-03,2015-09-03,1997,operating,0,1,0
Internet|Mobile|SMS|Telecommunications,25000.0,operating,RUS,Moscow,1,2013-12-01,2013-12-01,2012,operating,0,1,0
Cloud Management|Software,9900000.0,acquired,USA,Palo Alto,2,2006-05-10,2007-06-05,2004,success,0,0,1
Software,,operating,USA,San Francisco,1,2015-11-20,2015-11-20,2015,operating,0,1,0
Big Data Analytics|Crowdsourcing|Mobile|SaaS|Search|Social Commerce|Social + Mobile + Local,190000.0,operating,USA,Chicago,3,2012-09-30,2013-01-31,2012,operating,0,1,0
Real Estate,5300000.0,operating,USA,Brooklyn,1,2015-01-09,2015-01-09,2015,operating,0,1,0
Technology,,operating,USA,Reno,1,2015-03-31,2015-03-31,2013,operating,0,1,0
Local Search|Real Estate|Social Search,35000000.0,operating,USA,Denver,2,2005-05-31,2005-11-01,2002,operating,0,1,0
Analytics,240000.0,operating,USA,Lutherville Timonium,1,2013-11-22,2013-11-22,2012,operating,0,1,0
Big Data|Loyalty Programs|Software,,operating,USA,San Francisco,1,2012-08-15,2012-08-15,2012,operating,0,1,0
Pharmaceuticals,22000039.0,operating,USA,Hackensack,2,2008-07-02,2015-07-28,2002,operating,0,1,0
E-Commerce|Services|Storage,,operating,USA,San Francisco,1,2014-12-01,2014-12-01,2014,operating,0,1,0
Games,3051073.0,operating,USA,Palo Alto,1,2009-09-28,2009-09-28,2007,operating,0,1,0
App Marketing|Apps|Coupons|Discounts|E-Commerce|Location Based Services|Mobile|Mobile Commerce|Online Reservations|QR Codes|Retail|Sales and Marketing|Shopping,5600000.0,closed,CHL,Santiago,3,2010-11-01,2012-06-11,2010,fail,1,0,0
Networking|Social Media,,closed,USA,Kenansville,1,2008-01-01,2008-01-01,2005,fail,1,0,0
E-Commerce Platforms|Employment|Online Rental|Peer-to-Peer|Shared Services,250000.0,closed,USA,New York,1,2015-10-20,2015-10-20,2015,fail,1,0,0
Medical Devices,3268019.0,operating,USA,Los Angeles,2,2013-08-08,2015-10-29,2013,operating,0,1,0
Biotechnology,5825000.0,operating,USA,Mi Wuk Village,3,2014-12-08,2015-07-27,2012,operating,0,1,0
Clean Technology,3180659.0,acquired,USA,San Francisco,1,2010-02-01,2010-02-01,2012,success,0,0,1
Semiconductors,2043101.0,operating,GBR,Belfast,1,2011-02-07,2011-02-07,2003,operating,0,1,0
Crowdfunding|Finance|Venture Capital,,operating,USA,San Diego,1,2014-06-26,2014-06-26,2014,operating,0,1,0
Curated Web,405528.0,closed,GBR,Salisbury,1,2010-01-01,2010-01-01,2010,fail,1,0,0
Enterprise Software|Speech Recognition,71950000.0,operating,USA,Franklin,4,2010-04-13,2015-04-12,2004,operating,0,1,0
Consumers|Games,1000000.0,operating,TWN,Taipei,2,2013-01-07,2014-01-03,2012,operating,0,1,0
Security,19460986.0,closed,USA,Clarkton,9,2009-11-10,2014-05-14,2000,fail,1,0,0
Software,,closed,USA,San Francisco,1,2015-02-10,2015-02-10,2009,fail,1,0,0
Ad Targeting|Advertising Platforms|Analytics|Big Data|Big Data Analytics|Brand Marketing|Digital Media|Internet Marketing,50000000.0,operating,USA,San Francisco,3,2010-05-01,2014-06-11,2010,operating,0,1,0
Application Platforms|Cloud Computing|Cloud Management|Data Center Automation,,operating,USA,Pittsburgh,1,2015-06-30,2015-06-30,2014,operating,0,1,0
E-Commerce|Fashion|Kids|Software|Toys,,closed,GBR,Harrow On The Hill,1,2012-01-10,2012-01-10,2012,fail,1,0,0
Games|MMO Games|Publishing|Software|Virtual Worlds,4000000.0,closed,NLD,Amsterdam,1,2009-02-01,2009-02-01,2008,fail,1,0,0
Advertising|News|Photography|Search|Sports|Video|Web Development|Web Tools,9000000.0,acquired,USA,Santa Monica,3,2006-09-01,2008-10-01,2006,success,0,0,1
Transportation,250000.0,operating,USA,Lometa,1,2013-08-19,2013-08-19,2009,operating,0,1,0
Finance,2545000.0,closed,USA,Newtown Square,1,2012-01-11,2012-01-11,2008,fail,1,0,0
Nanotechnology,200000.0,operating,USA,San Francisco,1,2014-11-30,2014-11-30,2012,operating,0,1,0
Software,4500000.0,acquired,USA,Arlington Heights,1,2006-01-13,2006-01-13,2000,success,0,0,1
Mobile,265064.0,operating,USA,San Francisco,1,2013-06-11,2013-06-11,2012,operating,0,1,0
Consulting,3000000.0,operating,USA,Brookfield,2,2005-12-14,2012-08-02,2012,operating,0,1,0
Clean Technology|Lighting|Semiconductors,10025000.0,acquired,USA,Boulder,5,2008-02-21,2012-03-21,2012,success,0,0,1
Health and Wellness,4400000.0,operating,USA,San Francisco,2,2013-06-01,2014-10-27,2012,operating,0,1,0
Collaboration|Productivity Software|Project Management|Social Business,4800000.0,operating,USA,Reston,2,2013-01-28,2014-01-14,2013,operating,0,1,0
Cloud Computing|Cloud Infrastructure|Enterprise Software|IT Management|SaaS,120000.0,operating,USA,San Mateo,2,2014-07-16,2014-11-11,2013,operating,0,1,0
Curated Web,2624000.0,closed,USA,Seattle,2,2008-06-17,2009-11-06,2007,fail,1,0,0
Audio|Messaging,2192000.0,closed,USA,Indianapolis,2,2009-02-17,2011-02-24,2005,fail,1,0,0
Audio|Blogging Platforms|Media|Mobile|Social Media|Video,1200000.0,operating,TUR,Istanbul,2,2012-02-18,2014-10-02,2012,operating,0,1,0
Biotechnology,6072500.0,operating,USA,Tucson,3,2009-08-17,2013-10-31,2008,operating,0,1,0
Software,12500000.0,operating,USA,Manchester,4,2011-04-05,2012-05-17,2012,operating,0,1,0
Fitness|Health and Wellness|Lifestyle Products|Wearables,35000000.0,operating,CHN,Beijing,1,2014-12-05,2014-12-05,2013,operating,0,1,0
Electronics,2204719.20145071,closed,FRA,Grenoble,1,2015-11-02,2015-11-02,2012,fail,1,0,0
Travel,2225000.0,operating,USA,Brooklyn,3,2012-01-09,2012-11-27,2009,operating,0,1,0
Accounting|Billing|Enterprise Software|Finance|Internet|Software,,operating,USA,San Francisco,1,2012-09-01,2012-09-01,2013,operating,0,1,0
Medical|Medical Devices|Therapeutics,49000000.0,operating,USA,Redwood City,2,2003-01-01,2004-06-25,2012,operating,0,1,0
Biotechnology,300000.0,operating,USA,Reston,1,2011-06-17,2011-06-17,2009,operating,0,1,0
E-Commerce,30000.0,operating,USA,New York,1,2009-03-01,2009-03-01,2008,operating,0,1,0
E-Books|E-Commerce|Publishing,6772388.0,operating,BRA,Porto Alegre,1,2009-09-30,2009-09-30,1973,operating,0,1,0
Digital Media|Independent Music|Music|Music Services,15000.0,operating,USA,Chattanooga,1,2012-06-01,2012-06-01,2012,operating,0,1,0
Biotechnology,8731646.0,operating,DEU,Potsdam,2,2013-03-21,2014-05-06,2012,operating,0,1,0
Software,,operating,USA,Mountain View,1,2013-04-01,2013-04-01,2012,operating,0,1,0
Data Mining|Enterprise Software|Social Search,250000.0,operating,USA,San Francisco,1,2012-09-07,2012-09-07,2012,operating,0,1,0
Legal,10023448.0,acquired,USA,Menlo Park,4,2011-02-02,2013-05-01,2009,success,0,0,1
Biotechnology,20000000.0,acquired,USA,Rockville,1,2006-04-19,2006-04-19,2006,success,0,0,1
Consulting,11632000.0,operating,CAN,Toronto,2,2013-07-09,2015-02-20,2011,operating,0,1,0
Consulting,5000000.0,operating,USA,San Diego,1,2013-05-23,2013-05-23,2005,operating,0,1,0
Clean Technology,251000000.0,ipo,CAN,Calgary,1,2013-12-18,2013-12-18,2008,success,0,0,1
Photography,,operating,USA,San Francisco,1,2013-09-20,2013-09-20,2012,operating,0,1,0
Internet,2000000.0,operating,CAN,Ottawa,1,2015-10-07,2015-10-07,2011,operating,0,1,0
Marketplaces|Real Estate,,operating,USA,San Francisco,1,2015-01-04,2015-01-04,2015,operating,0,1,0
Software,,closed,USA,Tampa,1,2015-07-21,2015-07-21,2012,fail,1,0,0
Coupons|E-Commerce,1500000.0,operating,USA,Austin,2,2011-03-01,2011-08-22,2010,operating,0,1,0
Education|Language Learning|Video,250000.0,operating,USA,San Francisco,1,2013-07-30,2013-07-30,2012,operating,0,1,0
Collaboration|Enterprises|Messaging|Mobile,6080000.0,acquired,USA,San Francisco,3,2011-09-01,2013-07-23,2011,success,0,0,1
Advertising|Advertising Networks|Brand Marketing|Messaging|Mobile|Social Media,1000000.0,acquired,USA,New York,1,2013-11-20,2013-11-20,2012,success,0,0,1
Automotive,515000.0,operating,USA,Tulsa,2,2013-09-01,2014-06-30,2013,operating,0,1,0
E-Commerce,18300000.0,operating,USA,San Francisco,1,2015-03-12,2015-03-12,2013,operating,0,1,0
Crowdsourcing|iPhone|iPod Touch|Local|Mobile,100000.0,operating,USA,San Jose,1,2009-01-01,2009-01-01,2009,operating,0,1,0
Charity|Entertainment|Humanitarian|Social Media|Social Network Media,,closed,AUT,Vienna,1,2010-01-01,2010-01-01,2010,fail,1,0,0
Communities|Image Recognition|Internet|Public Relations,275166.0,operating,USA,San Francisco,1,2011-09-15,2011-09-15,2011,operating,0,1,0
Technology,,operating,USA,Portland,1,2014-12-23,2014-12-23,2012,operating,0,1,0
Semiconductors,5740000.0,operating,CAN,Markham,1,2005-07-11,2005-07-11,2012,operating,0,1,0
Games|Hardware,4200000.0,operating,USA,Culver City,1,2014-05-19,2014-05-19,2013,operating,0,1,0
Digital Media|News|Social Media|Video,4099999.0,operating,USA,San Francisco,1,2014-12-04,2014-12-04,2014,operating,0,1,0
Electronics,22000000.0,operating,USA,Lake Forest,2,2001-02-28,2001-08-09,1992,operating,0,1,0
Biotechnology|Health and Wellness|Health Care|SaaS,176097.0,operating,USA,Seattle,1,2014-03-26,2014-03-26,2012,operating,0,1,0
Advertising|Media|Technology,6500000.0,operating,USA,New York,2,2012-11-01,2013-11-01,2011,operating,0,1,0
Clean Technology,,operating,ISR,Caesarea,1,2011-06-28,2011-06-28,2007,operating,0,1,0
Android|App Marketing|Location Based Services|Mobile,6586383.0,closed,USA,New York,3,2008-12-02,2012-02-07,2008,fail,1,0,0
Software,,operating,USA,San Francisco,1,2014-05-14,2014-05-14,2012,operating,0,1,0
Curated Web,,closed,USA,Tulsa,1,2008-04-01,2008-04-01,2008,fail,1,0,0
Software,11185748.0,operating,FRA,Boulogne-billancourt,2,2005-08-30,2012-04-19,2001,operating,0,1,0
Customer Service|Delivery|Transportation|Travel & Tourism,7000000.0,operating,GBR,London,3,2013-09-30,2015-03-31,2012,operating,0,1,0
